review,rating
"Cliff is better professor for 330 than 250 IMO. He was definitely more interested in the material. Can be monotone at times, but covers the material well and gives a ton of practice resources for quizzes and exams.",3
"Pros:
- Slides are very detailed and easy to read
- Goes through many examples when explaining concepts
- Exams reflect content covered in lectures
- Offers extra credit

Cons:
- Doesn't post lecture recordings",4
Decent choice overall. Lectures can be a bit dry but the TA's are very helpful. Exams were pretty easy and fair,3
"jose and cliff cotaught this semester and i had jose, but this class was run more like a cliff class (everything on gradescope, quizzes, an online exam1, etc.) so it seemed like cliff was in charge of (and i'll blame him more for) course administration. in other words, this review is solely for course organization and not for his actual teaching. 

- lecture quizzes did not match what i learned in lecture. just cause i don't have cliff doesn't mean my section matters any less, and it's up to the instructors to make sure they material and the quizzes sync up between them. 
- the 5 large quizzes were all 20 minutes each, when they needed more time. i don't know why 250 got 2-hour quizzes but 330 20-minute ones. 
- office hours were a crapshoot; half the tas couldn't do project 4. obviously this isn't directly reflective of the instructor but he should at least put some effort into making sure all his tas are at least capable of the basic things students are expected to do. 
- exam 1 was poorly organized. the exam was way too long, and it seemed like although the tas each submitted a question they thought was ok, the fact that almost no one managed to finish that exam in time showed that no one testsolved it and that the tas' questions weren't organized and selected well. 

again, my review is only relevant to courses he administrates, not his lecturing style or competency. so, if you actually have him for a class, ymmv.",1
"I reviewed Cliff for 250 during Fall 2021 but I feel compelled to submit another review as I strongly disagree with his current rating and my opinion only strengthened when I took him for 330 during Spring 2022. He was an effective professor - sure he sometimes speaks monotonically, but he teaches the concepts very well. The pacing of his classes were perfect, and the projects and exams were extremely fair. He's also just a straight up nice guy; he's been through the UMD CS program himself and he knows how it is to be a student going through the very classes he's teaching. I strongly recommend Cliff, really can't go wrong by picking him.",4
"His TAs are inconsistent with grading. There have been multiple instances where my answer is basically the same as my friends but I get less points. I emailed Cliff for a regrade because it was impossible to get one done over gradescope (the TA wasn't taking my argument) and he never got back to me. The only reason I might get an A is because you get 10 extra points for using Latex on your homeworks, and two of them get dropped. I like his late tokens policy, even though I've never used them. I know it would have been nice to have that for some of my other classes.
Cliff sometimes gets confused during his lectures, but it's understandable since he's not as experienced as other lecturers. Other than that, he did a pretty decent job of explaining the concepts. His TA took over one of his lectures, though, and I think she was a lot better.",3
"Great professor who understands what the students are dealing with and changes/adapts to accordingly. 
This is only this second year teaching so there are a few rough edges but if you get in touch with him, he is more than happy to help. 
His slides could use a little more work especially towards the later chapters but at the same time, TAs release detailed notes on the topics discussed. There is also Justins Notes and the entire Fall 2020 250 class webpage to consult.",4
"I was really disappointed by Cliff's teaching. He seems like a really chill guy and was very helpful during office hours. However, his teaching was pretty uneventful. To begin, his slides were impossible to use. He decided to use reveal.js which, while being very sleek and clean, forced you to look through a 2D maze to try and find what you were looking for. Add to that transitions which prevented all necessary info from showing on the overview made it a mission to try and find a formula or method to do a problem. His lecturing wasn't fantastic either. He would mumble through his slides and not do a lot of in-class practice problems. A more class-wide issue was style. Having a style guide was very helpful in showing what would be accepted as homework/test answers. However, it would be more helpful to designate a specific way of doing a problem/signs to use to prevent confusion when one professor uses one symbol/method, the other uses different ones, and the TAs use whichever their profs used when they took the class. Although the previous gripes made the class frustrating, Cliff was very fair about how he ran the class. Each homework could get a 10% boost if you used Latex (which is not hard to learn/use) and almost every test/quiz had an extra credit question that was very possible to get right. He gave opportunities to submit homework late for full credit and even gave a supplement to a question on the first midterm that did not go well initially to boost test grades. He also gave a survey to gauge class satisfaction after the first midterm. All in all, a fair class but with sub-par teaching. 10/10 hair and fit though (worth an extra star).",2
"I wanted to like Cliff, I really did. He was a bad lecturer. He often got confused during lecture and his style was extremely different from what we were expected to replicate, making it impossible to do well in the class without studying the style guide. I stopped going to his lectures completely and instead watched Paul Kline's recorded lectures that we had access to while they co-taught. When I talked to him in person about issues with his TAs and their grading though, he was very understanding and willing to help with regrade requests.",2
"Decent instructor, but lectures can sometimes be boring. Exams (in-person) and quizzes (online) are fair but require studying. Weekly-ish homeworks were tricky at times but a few got dropped. Some TAs were very helpful and took time outside of discussion (which doesn't consist of graded assignments) for exam review sessions. The content itself isn't too difficult but can require some practice to understand. Would recommend taking it with him.",3
"Pros:
- lots of good TAs
- nice guy that will try to answer your questions

Cons:
- difficult to contact
- provided lecture notes are horrible
- often in lecture he gets lost and doesn't know what hes talking about which is kinda annoying
- overall just felt like he didn't know the content very well and wasn't great at teaching it either. It was his first time teaching the course though so ill give him the benefit of the doubt.",1
Really nice instructor. He's quite approachable during his office hours and answers questions or explains concepts really well. He has started from the basics many times even though it's repetitive/obvious. His lectures were quite good and I enjoyed his classes.,4
"Cliff was super nice and chill. I honestly didn't learn a whole lot but I think that may be the way Discrete Structures is as a class. His hair is mad luscious too. The exams were online when I took it in spring 2022, and they were very fair. His class did kinda reward cheating behavior, but I didn't mind it personally.",3
CMSC330 is a tough class. Go to office hours and start the projects early. Set aside a lot of time to prepare for the exams/quizzes/bi-weekly lecture quizzes.,2
"Overcomplicates lectures. Easy topics are discussed in such convoluted ways. Throws out terms and uses then without properly defining them. Dry lectures, doesn't record. lecture slides are subpar, however he does give decent notes that accompany the slides. Some trivial exam questions. However Exam 1 for this year was terrible, he expected us to remember how we implemented projects from a month or two ago. The data structure was super complex and he just expected us to remember how we did it.",1
"HIs lectures are boring and he puts a lot of time into explaining irrelevant things rather than the main points. The projects are pretty well written though, they have steps/helper functions that you put together to make the final thing",1
Cliff is a really cool guy; I found his lecture’s interesting and he explains the concepts really well. The projects are fun and he always went over helpful examples in class to help us get started. He is very detail oriented and explains thoroughly which I appreciated. I think he made this class very enjoyable!,4
"Taking 330 with Cliff is the right choice. Projects are challenging but not overly so, and his lectures are good, albeit a bit boring. But, he is funny and accessible and gets a lot of points for that.",3
"I like Cliff.  He's a pretty chill dude and has blimps of humor here and there.  I would heavily recommend going to lecture even if he has online slides because he covers material that may be difficult to understand strictly from reading.  The projects are hard but reasonable if you stay on track and don't procrastinate.  Expect to spend a decent amount of time on them, but once you complete them, you'll feel like a god.",4
"Cliff managed to take an incredibly well-designed course put together by professors like Jose and David Van Horn and turn it into a disorganized mess. It seemed like he almost never actually prepared for lecture or planned content out ahead of time. Rather than providing slides, Cliff would often just whip out a sheet of paper and decide what we would cover that day on a whim. I felt like he did a disservice to the content of this course and am disappointed that he will be the only instructor for it again next semester.

The only reason I am not giving him one star is that he is very understanding of students' concerns. However, it seemed to me throughout the semester that Cliff was more interested in playing the part of a ""cool professor"" than competently doing his job as a lecturer. He has a lot of room to improve.",1
"Cliff is a great professor for this class. He is always well prepared for lectures, he has a dry humor that is engaging and he explains concepts clearly with good examples. The projects are challenging but we are given plenty of time and they are really interesting. He is understanding and gives discussion notes on the class github that are great for helping us with where to start on projects. I had a lot of fun in this class. He slays.",4
"Cliff is a good professor. His lectures may seem monotonous but if your listen and take notes you will understand the topic. Projects are perfect, not too easy neither too hard. The Worst part is Slides. OMG Cliff has a map like slides which are so vague and annoying. This was so difficult cuz even if you listen in lecture towards the end of the semester you might need review concepts and his slides are just a big disappointment.",1
"the structuring of this class was actually perfect. only issue was that he was very mistake prone and he didn't record lectures while kline did, which lowkey saved everyone",3
"Cliff's overall a great professor and class is not too hard. My grade likely doesn't reflect that statement, but that's entirely my fault.",4
"Kind of nerdy, cool guy. Decent lecturer, but he doesn't record. Just show up and that doesn't matter. Rough but doable projects, one in particular was extremely difficult but as usual, start early and you'll be fine. Pretty reasonable exams and quizzes. Just show up to class, pay attention and take good notes, and you'll do well.",3
"You're in good hands. Good lecturer, very helpful on piazza. Absolute memelord as well and has lego kits on display in his office. About the review that complained about Exam 1, all you had to do was explain what you roughly did. You could even bullshit and come up with a solution on the spot as long as you knew what the project was (you should). The other part of that question was literally just a critical thinking exercise (as long as you did the project). Also, if a project is due before the exam, it's fair game and you know that.",3
"Cliff for 330 is by far the best choice. Some words of advice would be to start the projects early as the majority of them will be difficult and time consuming, but they are all doable. He give a lot of great resources and his TAs are all really good and knowledgeable, plus he has a lot of them, more than I've seen in any other class I've taken.",4
He has good notes on the topics and gives a lot of practice exams to use for studying,4
"Pretty good teacher. Actually cares about how the students are doing and has extended deadlines for projects when everyone was struggling. Only things that were annoying were there always being several errors on the exams that are found while we are taking the exam. Also he didn't lectures for some reason. In substitute for not recording the lectures, he would put out his own notes that he produced. These notes were usually pretty good imo but he just stopped making them towards the last month. For the Rust and garbage collection, he just linked us to previous year's slides which annoyed me.",3
"Probably my favorite CS class I've taken. Cliff's lectures are good if you can stay awake (I usually did not). Exams are straightforward and fair. Project were reasonable difficulty and really helped reinforce concepts learned in class. He does not record his lectures, but do have pretty good lecture notes, some topics do not have notes but I had no problem using online resources to get through. There was a slight curve at the end for my semester. Overall, a solid professor.",3
"Cliff is nice and his exams are fair. He has a lot of great TA's and the projects are also not bad at all. The only con I'd say is that Cliff's lecture style is a bit dull and boring to endure for 75 minutes, which I think could be fixed by recording his lectures, but Cliff does not seem to be interested in recording his lectures. But other than that, he's great!",3
"Amazing professor. Helpful TAs. Definitely recommend him.

Pros:
- Resources: you have all you need to review for quizzes and exams. Go to the class website and practice!
- Office hours: a lot of smart TAs are there to help.
Cons:
- Quizzes/Exams: I don't think I'm great at functional programming because I usually struggle with the topics. Even when I understand the contents, I make lots of dumb mistakes and I lose a lot of points on exams. But if you thrive, then congrats!
- Lectures: sometimes boring and dry, but you have the notes and TAs.

A few words of advice: start the projects early! Don't procrastinate. Have a good time management because you definitely will need it while doing the project and reviewing for the quiz or exam. Have a study group, too!",4
"- Good professor who is engaging and is very communicative with his students
- Very easy to email or to reach out to
- exam accurately reflects content in the course
- Large amount of TA’s in Office Hours (sometimes takes a while to get help if u go at a bad time, but overall good amount of TA’s)",4
"330 with Cliff was a solid choice.

330 as a class: this class was run much better than 216, so that was a breath of fresh air. There were a lot of TAs to handle OH, and the TAs I got help from knew what they were doing. There was a lot of practice material online from previous semesters, but I feel like the style of questions changed this spring 2023 semester because assessments were all in-person instead of online. However, I will say the exams and quizzes were fair game (if you really understand the material, I think it’s possible to do well, though I flopped them myself Projects were within reason if you vaguely understand the topics, start early, visit OH, and get the help that you need. 

Cliff as a lecturer: he got the job done (I mean he really is the only option so you can’t escape unless you drop out…?). He covered everything that was tested on (whether it be verbally or through writing), though I will say there were a few times I probably fell asleep in that lecture hall. Going to discussion to learn how to do NFA to DFA and OpSem were helpful.

Overall, I wouldn’t be too worried about this class with Cliff. I felt much less stressed in 330 with Cliff compared to 216.",4
"Lectures are very dull and monotone. But as long as you start on the projects they seemed alright (this class is horrible for procrastinators). I would recommend using class slides from other classes as well because Cliff's slides are really hard to navigate. Overall, decent class and he is understanding but doesn't really check his emails.",2
"Nice guy. Had him for 330 after 250 in the fall of 2022 and he taught the class pretty well. Quizzes and exams were pretty fair game and you'll be fine if you practice his old papers and go to office hours for help. Cliff is approachable in his office hours and explains stuff pretty well. Will miss him. 
Cliff, if you see this, thanks for being a good prof for a year. Have a good rest of your life",4
Boring lecturer but cannot write a coherent project description to save his life. Cliff needs to take ENGL393 or something before attempting to write a project.,0
"Terrible assignment descriptions, unfair quizzes, unhelpful explanations.",0
kid thinks hes philosophical with it but hes just booooooooooring and the projects are dog water,0
Horrible project descriptions making your life hell,0
"Just countering the most recent 2 ratings after this (as a different/current) student

There was a recent project that was convoluted and made by some TA(s). There were a lot of typos and it was confusing and vague. Cliff tried his best being super responsive on Piazza and clearing up any questions so I really wouldn't blame him. It was just not a good time overall for students and I understand ppl are stressed hence the bad reviews below. But overall Cliff so far has been really great",4
"The two reviews below were unnecessarily mean and did not explain in enough detail.

Look, Cliff's a good guy. And he's smart. But there have already been so many unclear things this semester, leaving a lot of the class frustrated.

The first quiz was rough. The median score was 11.5/20. The reason for this is largely the fact that we had only 20 minutes for two write-in coding portions, plus other fill-in-the-bubble questions, a few of which were annoying trick questions.

Project 2 was worse. The description was imprecise, and I had to turn to Piazza to understand what exactly he wanted, which nobody should have to do. Not to mention the fact that it was far too difficult for a project that was primarily intended to test your knowledge of regular expressions. I had to give up after spending my entire Friday night & whole day Saturday on it, while still failing two semi-publics. I've never had to do that in the past (granted, I had Larry Herman for my past two project based classes, who is probably way TOO descriptive). The most difficult part of the project also had nothing to do with any new content, and everything to do with (a) understanding what the heck we're even supposed to be writing, and (b) basically recursion stuff, which we all know how to do, but which was further complicated by various things Cliff had done to intentionally make the project more difficult.

There have been several other things. One is that, up until maybe the day before the first quiz, the syllabus had said that quizzes were open-note. And they weren't. Next, navigating his slides are like navigating fields of landmines. The slides have like three layers to them, and you can go up, down, left, or right. Which is further complicated by the fact that the slides appear to have a mind of their own, and they'll shift to random places when hitting the left or right arrows, when all you want to do is go back or forward one slide.

Perhaps Cliff's saving grace is the fact that he, and his large army of TAs, respond fairly quickly to Piazza posts. And he has notes online that have basically all the content, which is a plus. He is not a terrible lecturer at all, and he knows his stuff, which can't be said of everyone. And I genuinely feel bad that he's getting so much heat right now. But he does have some things to work on. I hope he realizes that, and the rest of the semester can be smoother.",2
Cliff needs to chill with these quizzes,2
Dont neglect this class,0
"Absolutely horrendous projects, they basically boil down to whether you can guess what he wants you to do.",0
"I think these reviews are generally too tough. The only thing holding my review back from 5 stars is the quizzes, which feel unnecessarily stressful, despite only being 2.5% of your grade each. Other than that, I think the class is taught well, and I really like Cliff's lecture notes, which cover basically everything that happens in lecture, and are very well-written. He also gives you access to previous exams and quizzes to study. The projects are probably more difficult then they should be, but if you start early you will be fine.",3
"Cliff is an incredibly boring lecturer but he provides you with every resource you need to succeed. Practice quizzes and exams are super helpful. This semester, one quiz and one project were extremely difficult but the difficulty has since gone down.",3
"Don't take this class lightly. I got an A+ in CMSC216, but it seems like every project in this class is worse than the next. Despite never procrastinating on them and starting the day they're assigned, sometimes it's just not feasible to finish the projects without spending over 20 hours on them. The project descriptions are vague, and whenever I went to office hours, the TA's agreed that compared to the semesters they took this course, the projects seemed more harsh and convoluted. 

I will say, Cliff is good at explaining the topics, the TA's are wonderful at explaining things and even if you're stuck with a crappy one for your discussion section, there's enough that if you go to office hours you WILL get any question you have about material answered. The material itself isn't overly challenging, and the tests are fair with a lot of practice material provided. But for a class so heavily dependent on the projects, I wish they'd put more thought into the workload they're assigning.",1
organized class and some extra credit(<2%). but the lectures arent the best. OH should help though,3
"This guy needs to chill. He has no teaching experience, is a mediocre programmer and his projects are outrageous (not only are the descriptions useless, but test cases are convoluted and meaningless). He is a terrible lecturer. Take Kauffman if you can.",0
"Nothing against Cliff but I am at a loss for words regarding the new projects introduced this semester (Project 2 and Project 6). If you can't provide a solid description for each project, how do you expect students to understand what they are being tested on for secret tests? it is a guessing game at this point and a good chunk of your grade is at stake.",0
"very chill and fun guy (nice hair), nice tas too
extremely helpful detailed note pages and fairly decent, understandable lectures
quiz 1 and project 2 were absurdly difficult but he seems receptive to feedback - gave extra late tokens after the horrors of project 2 and pretty much every project and quiz after has been easier and more reasonable
not a perfect class but it feels like he's down to earth and working to improve which is always good",3
"very mid ngl
-good notes
-horribly boring lectures
-some well-written projects
-some very disorganized projects
-exams are like practices
-quizzes are pretty chill other than the first one
-not insanely challenging exam wise
-projects are more tedious and leave more to interpretation
-tas are good, but they are always in the room and like never helping
-quick piazza posts
long story short, idt i learned shit, but this class isn't the worst",2
"Cliff is the definition of mid, the definition of a 3 star professor. Basically every aspect about his class structure and personality is mid. Not bad, not good.
- Lectures: Sometimes very informative, sometimes big wastes of time. Sometimes I'm engaged; most of the time I am not. The semester started with him using slides (which were really just visual aids for him and didn't serve as useful notes), but devolved into him just typing notes into Vim later into the semester as he talked. Lots of time wasted trying to spell correctly. Publishes decently useful notes.
- Exams: Two midterms. Usually pretty fair if not easy. Usually hits you with a couple really ambiguous multiple choice or true/false but he double majored in philosophy so he likes things abstract and theoretical. Cumulative final.
- Projects: Some were really, really hard. Others were fine. Lets you submit as many times as possible. No grading on style-- just tests, and usually these are all public or a mix of public and semipublic. Secret tests were on a couple projects but not most. As a result, they took a long time, but as long as you were able to get through it, they were easy guaranteed As. Project descriptions were kind of terse and didn't really describe what to do in edge cases, and I often had to rely on Piazza posts to get a full understanding of the project. But to be fair, going from Larry to Cliff was a big jump and usually he just doesn't test weird edge cases like Larry would. 
- Discussions: Completely optional unless there is a quiz. Dates for discussion quizzes given at the start of the semester. Quizzes are sometimes a time crunch. 4 quizzes throughout the semester.
- Reachability: I went to Cliff's office hours once and he was kind of standoffish. I've heard TAs are helpful and they are very responsive and helpful on Piazza. 
- Personality: I think Cliff is a chill guy but often times he just kind of came off as boring. He's weirdly interested in unconventional programming languages like Shakespeare and INTERCAL, but luckily this class's content allows him to talk about that a little and relate it to the lecture content and it was decently interesting. 

I'm basically entirely indifferent to Cliff. The class was fine. The semester was fine. I performed fine and am expecting an A. Wouldn't mind taking him again.",2
"Cliff is a good lecturer, I think most of these reviews are overly harsh. Cliff's lectures are boring, but he makes great lecture notes so going to class is practically optional. Exams are incredibly fair. My only complaint with Cliff is that some of the projects were too difficult and took too much time, and I wasn't a fan of having quizzes (only four though), but other than that he is a great lecturer.",3
"Cliff is really smart but his teaching style really did not work for me. 

He did a decent job of giving us the content, but does a bad job of explaining how the topics that we learn intertwine together, so it feels like we are learning random arbitrary topics for a while until the pieces finally go together in your own head.

The projects in this class were a mess. I believe a TA wrote project 2, and the description was really vague and no one really had any clue how to do it. Project 6 was also a really poorly written project – both needed added resources halfway through the project to help students understand what they had to do.",2
"Chill and class covers some interesting content. Some projects (especially project 2) were hard because of a lack of organization and foresight in project descriptions; if you had Larry and complained about his long project descriptions, these projects will make you appreciate them. Overall I think he was alright, I think a lot of salty people leave bad reviews because they are being confronted with the fact that a CS degree requires learning about how computers and programming actually works and not just making JS web-apps or something. So many people don't go to lecture but I highly recommend it, if you don't he has very good notes as supplement though.",3
"Very good choice for 330.
Pros:
- Has notes for each topic that gives more information than the lectures
- Office hours are very helpful (both Cliff's and the TA's)
- Lecture Quizzes that are easy and give a small grade boost
- Content on exam is spread out so there aren't too many points on one topic
- Also exams aren't hard
- Listens to feedback about class assignments

Cons:
- Projects can be hard at times 
- A few of the projects were also confusing but TA's were responsive on piazza
- Quizzes were hard (There are 4 in total each weighed 2.5%)

Overall:
If you start projects early (Basically the day they come out) and you use office hours, they're doable. Study for quizzes and exams. If you study throughout the semester, studying for exams won't be as bad. Also make sure you understand the topics well since you will (most likely) have a project on it.",4
"As a student, it feels to me that he designs the projects simply to trick students and not help them learn anything- showcases how smart he is!

Looking back, I don't really understand why he taught the way he did as I don't know what I learned. On the other hand, watching the other instructor's (Kauffman) lectures really helped me learn and also appreciate the course a lot more. Avoid Cliff as much as possible if you want to maximize a stress free schedule while also getting value out of the class instead.",0
"Overall, I thought Cliff was decent.

40% of your grade comes from projects. The only projects that were annoying were project 2 and project 6. Project 2 in my opinion was too much. Period. Project 6 was okay, but the evaluator part was somewhat annoying.

You have 2 mid terms both 12% and one final worth 22%. All exams are very fair, except the year I took it Kauffman and Cliff were coteaching. I think some exams were written by Kauffman.

Then you have quizzes and lecture quizzes. Lecture quizzes are fine and the quizzes are okay. When I took it, people performed poorly on quiz 1.

Cliff as a lecturer is okay. He definitely can get boring at times, but goes over all the content you need to know. He is also extremely helpful in OH.
 
The class also has a large amount of TA's. That's a plus as well.",2
"""AFAIK cliff is cringe. cliff, cringe jk idk is cringe"" - CMSC330 Final Summer 2023

Cliff is kind of a middle of the road professor at this time.

The biggest problems currently are the lack of good project documentation and poor administration.  With the project documentation, even outside of the dreaded project 2, the README's consistently left out important information which I needed to scrub through Piazza to get.  With administration, projects were pretty much developed on the spot as far as I'm aware, as the autograder was consistently released well after the project start date, and project 8 had a massive delay.  Both of these factors make projects much more of a pain than they need to be, as development problems are more often something poorly/not addressed in the README rather than programming logic errors, and ""semipublic"" testing is delayed until the autograder is up.  In addition, while ultimately minor, the lectures were honestly fairly boring and disorganized, as many of them are freeform coding/drawing sessions, but the coding particularly doesn't work because much of the time is spent on coding instead of getting across the main points.  Finally, 20 minutes for the quizzes just feels too short, and 25/30 minutes seems far more reasonable for the assessments they are.

For the good, besides the project 8 fiasco, the TAs, Cliff, and Kauffman were all fairly active in responding to Piazza inquiries.  Most of the projects themselves, except for the infamous project 2, have all boiled down to reasonable implementations.  The lecture quizzes were fairly useful, and the amount of forgiveness on them was really nice (I missed one by accident and still got full credit for lecture quizzes).  Exam weighting made exams not overly stressful, and the exams themselves were incredibly fair, which was nice after taking some past exams with fairly memorization-heavy questions (like coding an OCaml parser from memory).  Finally, Cliff and the TA's seem to know when things were screwed up, such as with quiz 1 and project 2, which is reassuring.

Overall, you will likely do well with Cliff.  Exam averages were around 85 across the board, and nothing seemed too unreasonable at the end of the day (well, almost).  I think he's middle of the road right now, but chances are with a bit of fine tuning, he'll turn out to be a great professor.  Hopefully things get sorted out, as I understand the course is going through some growing pains right now.  At the end of the day, I would still recommend Cliff.  That is, if you had the choice, as CS class registration is in a terrible place right now.

One more thing, I didn't really like Rust as the final language of 330.  It kind of just boiled down into a mess of language rules, and the rust projects were not as effective as the OCaml projects in getting us acquainted to the language imo.  The original plan was to tack on Racket, and honestly, I would have much rather had that instead of Rust, as I feel it ties into the themes of the course much better.  It also has the side effect (get it) of preparing us better for 430.",2
"Very nice guy. He has pretty decent notes on his website, and we also have a piazza which is fairly responsive. His lectures aren't the best (half the time he walks in with his xps and starts typing in vim), but they basically cover the same amount of stuff as his notes, which makes it tempting to skip class. The projects are mostly good, as well. Overall, not a bad professor. The course content carried hard, though, since I personally found it interesting and at times fun.",3
"Took CMSC330: Organization of Programming Languages with Cliff Bakalian in Fall 2023 (CS major requirement).

1.5 stars for this class, I reserve 1 star for Kruskal.

Felt like Cliff really did not care about the well-being and success of his students in their own terms, only did what he wanted.
e.g. he feels that uploading answers is beneficial so he will upload but he will not go out of his way on anything else.
Maybe he's not expected to, but it makes you miss a teacher for Nelson for example.

Everything is available on the class website, fortunately: https://bakalian.cs.umd.edu/330/resources

Cliff runs one of the better-administered courses, but he can still mess up: project is released really close to finals with no prior communication, exams taking forever to grade.

Entire class was so theoretical I am worried. It's the 300 levels; when do things begin to relate to the real world?
Probably not Cliff's fault, but I need to go out there and build things that people will pay me for, not just convert NFAs to DFAs and learn about lambda calculus theory.

Exams: I felt these were brutal.
Felt like no amount of preparation would prepare me for them.

Projects were also brutal, for the first time I found myself liberally using up late tokens.
Often unreasonably difficult and only achievable with a lot of stress, time, tears, and assistance.

Heavy workload.

Cliff has both positive and negative marking, so the grading is all over the place and you are hit with heavy penalties that will obliterate your score.
Another recent reviewer from my batch mentioned how the exams are easy but I found them very difficult, maybe it's just me.

Absolutely terrible lectures, Cliff is notorious for them. No idea what is going on. I only went for the participation points and to stay abreast somewhat of what was happening but basically you have to learn yourself.

Discussions are bad, but not the fault of the TA who was very nice (Amr Tairi).
But I felt that what we did discussion was not so helpful.

Don't even get me started on the office hours -- both the TA office hours and Cliff office hours.

Cliff will actually help you, the problem is that he is spending one hour with the person who came before you even though there is a queue of six people. 
I got fed up and went just once.

TA office hours were objectively THE WORST and a NIGHTMARE, and yes it is Cliff's fault because he is the boss of the TAs.
He let them walk all over him and do a bad job. 
Don't tell me it's not Cliff's fault; Cliff has created a culture. 
TAs are consistently excellent under Nelson because he actually cares about his students.

- Tiny, two desk open area swarming with people, filled with off-duty TAs who just use it as a place to hang out and have a good time amidst all the suffering.

- Takes HOURS to get a TA, during non-peak hours (e.g. day after the project is due) who: 
	- Looks down upon you like you are some kind of parasite wasting their time
	- Doesn't even try to understand what you are saying
	- Basically just says ""I cannot give you the answer"" when all you are asking for is some guidance 
	- Not only does not help, but gives you the WRONG answer 
	- Spends five minutes with you and leaves.

It was truly terrible.

Frankly I've heard Kauffman teaches well, but everything else he does the same with Cliff. So maybe just take Kauffman and benefit from Cliff resources? I don't know, check out his reviews.",1
"Cliff is an ard professor in my opinion. 

Pros:
good TAs
fair exams and quizzes(except quiz 1)
He tries his best to help the students
Bonus points for participation

Cons:
boring lecturer 
does not record 
Some Difficult projects(Every CS coding class is going to have difficult projects so it is what it is)

Overall this class was not that bad",3
"this class has a lot in terms of work but it’s not really too terrible in terms of difficulty. thought multiple times i was going to get like a 50 on a exam including the final but i was always surprised that i would score high 80s on them and it’s not cus im goated and all that it’s really just cus cliff is a decent teacher. Been a while since i saw B in a computer science class so yeah. Only few things sucked like quiz 1 and like 2 projects but it didn’t really affect me in the overall grand scheme of the class and my grade since if you get 50 percent on those things it was like only 7 percent gone. i imagine he’s going to learn from them as well to fix them and such. that being said, he could have small hiccups like those for future semesters and if youre a tryhard that might be an issue but cliff will sure try his best to accommodate to it if it happens. Overall i enjoyed having cliff as my teacher and i can definitely see him becoming a really good professor, dudes only like 25. his lectures were kind of boring tho but so is every professor i ever had except for justin",4
"He is a pretty decent lecturer and is pretty kind. However, the course is designed to be a lot of self-teaching. For example, we jump into projects with three different languages that we are unfamiliar with and are expected to teach ourselves the syntax and find different functions to use. The discussion sections are helpful, but the quizzes are hard and we are not given a lot of study material. The past exams and quizzes do not relate to how the class is structured now, so it is hard to prepare for them. They do curve most of the assignments, which is helpful if you bomb one or two assignments in each category.",3
"average lecturer. he's not bad by any means, but not the best either. since lectures are so long, it can get very boring to the point where you don't want to attend. his exams are of medium difficulty. some projects are not that bad, but a few of them are terrible, almost to the point where you cant even do it at all. quizzes are not that bad.",2
"exams werent bad at all, quizzes were hit or miss, but just make sure to manage your time with projects. cliff is a pretty decent lecturer as well. 

overall felt like a breath of fresh air compared to larry herman's 216-- no style points, mostly public/release tests, exams weighted a lot less than projects, extra credit if you participate, late tokens, etc. 330's also much more skill-based than rote memorization.

my one complaint was there was a project that was very poorly written in the beginning of the semester. it was a terrible time trying to figure out how to interpret it even with the extension. but, projects after that were much clearer.",4
"(A)nd shall I compare Cliff to a summer’s day?
(M)ethinks Cliff art more lovely and more temperate:
(O), do Rough winds do shake the darling buds of May,
(G)olly, and summer’s lease hath all too short a date;
(U)surp Sometime too hot the eye of heaven shines,
(S)o often is his luscious majestic dark hair dimm'd; And every fair from fair sometime declines,

(S)uch by chance or nature’s changing course untrimm'd;
(L)ore but thy eternal summer shall not fade,
(A)nd nor lose possession of that clear Cliff ow’st;
(Y)ap Nor shall death brag thou wander’st in his shade,
(P)anic! When in eternal lines to time Cliff grow’st: So long as men can breathe or eyes can see,
(bruh) So long lives this, and this gives life to Cliff. 

#[derive(Debug)]

In all honesty, Cliff tries his best and cares about the academic success and wellbeing of his students. Thanks for a great somewhat chaotic semester!",4
"I LOVE THIS MAN. He started off the first lecture saying something like ""welcome to the best course in the cs department"" and ngl looking back, he was not lying. I consistently sat in the first two rows (as was advised by friends who took 330 w Cliff in past semesters) which helped tremendously. I really like the course material too. There was a lot of interesting content that I feel would always use in my cs endeavors going forward. Quizzes were difficult, I consistently got 10-15/20 until the last quiz; they were difficult because the formatting kinda threw me off. Also, I'm such a fan of Rust that I'm sad we didn't get to use it a lot in this class. Some problems are that there are some lack of materials sometimes because of how much the course curriculum changes on a semesterly basis, but Anwar came in clutch by giving us the format for like exam 3 (?). Cliff sometimes goes a bit fast during his lectures, but sit in the front rows FOR REAL and you'll be an OCaml master in no time. Watch his cool hair flips and laugh at his snarky jokes. Yeah he's my favorite professor thus far.",4
"interesting class. cliff is cool. lectures could be better, but overall I enjoyed it.",3
"It was a good class. It was well taught and organized, and his notes were very good if you missed something in the lecture.

The projects were all alright, although there is room for improvement with some (which will happen, as this was just after a major restructuring of the course). His Rust knowledge was a little spotty, though.",4
"Cliff runs the most organized class I’ve taken at UMD. Exams, projects, and quizzes were all fair, and I didn’t have any major complaints. His lectures are a bit boring, and his slides are practically useless, but his notes are really good. You should be aware that projects are modified/made from scratch during the semester, so some projects will have important clarifications after their release and the auto-grader is often released well after the project is. I’d definitely recommend taking him.",4
